Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1991-06-28,0.324074,0.388889,0.324074,0.337963,0.337963,40111200,0.0,0.0
1991-07-01,0.351852,0.37963,0.342593,0.361111,0.361111,2411100,0.0,0.0
1991-07-02,0.37037,0.37963,0.361111,0.37037,0.37037,1892700,0.0,0.0
1991-07-03,0.361111,0.37037,0.361111,0.37037,0.37037,3272400,0.0,0.0
1991-07-05,0.361111,0.37037,0.361111,0.37037,0.37037,280800,0.0,0.0
1991-07-08,0.351852,0.37963,0.351852,0.361111,0.361111,591300,0.0,0.0
1991-07-09,0.361111,0.37963,0.361111,0.361111,0.361111,1657800,0.0,0.0
1991-07-10,0.375,0.37963,0.361111,0.37037,0.37037,2481300,0.0,0.0
1991-07-11,0.361111,0.388889,0.361111,0.37037,0.37037,2767500,0.0,0.0
1991-07-12,0.37963,0.388889,0.361111,0.37963,0.37963,2092500,0.0,0.0
1991-07-15,0.37963,0.388889,0.375,0.37963,0.37963,896400,0.0,0.0
1991-07-16,0.388889,0.398148,0.37963,0.388889,0.388889,3456000,0.0,0.0
1991-07-17,0.384259,0.416667,0.384259,0.416667,0.416667,2119500,0.0,0.0
1991-07-18,0.416667,0.444444,0.407407,0.444444,0.444444,5418900,0.0,0.0
1991-07-19,0.458333,0.472222,0.439815,0.462963,0.462963,5977800,0.0,0.0
1991-07-22,0.467593,0.467593,0.453704,0.462963,0.462963,2643300,0.0,0.0
1991-07-23,0.453704,0.467593,0.435185,0.449074,0.449074,1252800,0.0,0.0
1991-07-24,0.444444,0.453704,0.435185,0.453704,0.453704,990900,0.0,0.0
1991-07-25,0.435185,0.462963,0.435185,0.462963,0.462963,704700,0.0,0.0
1991-07-26,0.462963,0.481481,0.453704,0.472222,0.472222,4309200,0.0,0.0
1991-07-29,0.481481,0.5,0.462963,0.481481,0.481481,772200,0.0,0.0
1991-07-30,0.490741,0.527778,0.481481,0.513889,0.513889,1844100,0.0,0.0
1991-07-31,0.518519,0.518519,0.5,0.518519,0.518519,4255200,0.0,0.0
1991-08-01,0.527778,0.564815,0.518519,0.564815,0.564815,1530900,0.0,0.0
1991-08-02,0.564815,0.583333,0.546296,0.564815,0.564815,3634200,0.0,0.0
1991-08-05,0.564815,0.564815,0.537037,0.546296,0.546296,1009800,0.0,0.0
1991-08-06,0.527778,0.564815,0.518519,0.564815,0.564815,2070900,0.0,0.0
1991-08-07,0.564815,0.583333,0.555556,0.574074,0.574074,1725300,0.0,0.0
1991-08-08,0.574074,0.601852,0.555556,0.597222,0.597222,1860300,0.0,0.0
1991-08-09,0.592593,0.601852,0.583333,0.592593,0.592593,3526200,0.0,0.0
1991-08-12,0.592593,0.592593,0.574074,0.574074,0.574074,1652400,0.0,0.0
1991-08-13,0.592593,0.592593,0.555556,0.574074,0.574074,1352700,0.0,0.0
1991-08-14,0.560185,0.560185,0.527778,0.537037,0.537037,1179900,0.0,0.0
1991-08-15,0.527778,0.537037,0.509259,0.518519,0.518519,793800,0.0,0.0
1991-08-16,0.518519,0.518519,0.5,0.509259,0.509259,248400,0.0,0.0
1991-08-19,0.481481,0.537037,0.472222,0.527778,0.527778,1898100,0.0,0.0
1991-08-20,0.527778,0.583333,0.523148,0.578704,0.578704,1539000,0.0,0.0
1991-08-21,0.601852,0.611111,0.574074,0.611111,0.611111,1204200,0.0,0.0
1991-08-22,0.601852,0.606481,0.574074,0.592593,0.592593,1077300,0.0,0.0
1991-08-23,0.583333,0.62963,0.583333,0.601852,0.601852,1250100,0.0,0.0
1991-08-26,0.62037,0.62037,0.564815,0.592593,0.592593,799200,0.0,0.0
1991-08-27,0.592593,0.592593,0.574074,0.574074,0.574074,364500,0.0,0.0
1991-08-28,0.592593,0.601852,0.583333,0.592593,0.592593,496800,0.0,0.0
1991-08-29,0.583333,0.611111,0.564815,0.611111,0.611111,1296000,0.0,0.0
1991-08-30,0.592593,0.611111,0.583333,0.592593,0.592593,394200,0.0,0.0
1991-09-03,0.611111,0.611111,0.583333,0.583333,0.583333,207900,0.0,0.0
1991-09-04,0.583333,0.583333,0.555556,0.555556,0.555556,750600,0.0,0.0
1991-09-05,0.574074,0.574074,0.546296,0.546296,0.546296,1363500,0.0,0.0
1991-09-06,0.564815,0.564815,0.546296,0.555556,0.555556,423900,0.0,0.0
1991-09-09,0.564815,0.564815,0.546296,0.546296,0.546296,81000,0.0,0.0
1991-09-10,0.555556,0.555556,0.527778,0.546296,0.546296,342900,0.0,0.0
1991-09-11,0.546296,0.546296,0.527778,0.541667,0.541667,253800,0.0,0.0
1991-09-12,0.555556,0.564815,0.546296,0.560185,0.560185,440100,0.0,0.0
1991-09-13,0.564815,0.564815,0.550926,0.550926,0.550926,194400,0.0,0.0
1991-09-16,0.546296,0.546296,0.527778,0.537037,0.537037,135000,0.0,0.0
1991-09-17,0.546296,0.555556,0.518519,0.527778,0.527778,199800,0.0,0.0
1991-09-18,0.527778,0.546296,0.518519,0.546296,0.546296,707400,0.0,0.0
1991-09-19,0.546296,0.62963,0.546296,0.62037,0.62037,1595700,0.0,0.0
1991-09-20,0.62037,0.62963,0.601852,0.62037,0.62037,585900,0.0,0.0
1991-09-23,0.601852,0.62037,0.601852,0.601852,0.601852,1647000,0.0,0.0
1991-09-24,0.606481,0.62037,0.601852,0.62037,0.62037,6909300,0.0,0.0
1991-09-25,0.62963,0.712963,0.62963,0.675926,0.675926,3753000,0.0,0.0
1991-09-26,0.685185,0.699074,0.648148,0.685185,0.685185,1217700,0.0,0.0
1991-09-27,0.685185,0.685185,0.592593,0.601852,0.601852,2748600,0.0,0.0
1991-09-30,0.601852,0.62963,0.601852,0.62963,0.62963,974700,0.0,0.0
1991-10-01,0.62037,0.62963,0.606481,0.625,0.625,1212300,0.0,0.0
1991-10-02,0.62037,0.62963,0.601852,0.601852,0.601852,367200,0.0,0.0
1991-10-03,0.592593,0.611111,0.583333,0.601852,0.601852,1147500,0.0,0.0
1991-10-04,0.592593,0.638889,0.592593,0.615741,0.615741,491400,0.0,0.0
1991-10-07,0.638889,0.671296,0.638889,0.643519,0.643519,1652400,0.0,0.0
1991-10-08,0.657407,0.685185,0.62963,0.675926,0.675926,815400,0.0,0.0
