Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2024-06-06,26.790001,27.66,26.667,26.739,25.322531,18200,0.0,0.0,0.0
2024-06-07,26.75,27.24,26.620001,26.639,25.227825,6300,0.0,0.0,0.0
2024-06-10,27.040001,27.65,26.913,27.620001,26.156855,31000,0.0,0.0,0.0
2024-06-11,27.42,28.15,27.32,28.146999,26.655941,54900,0.0,0.0,0.0
2024-06-12,28.672001,28.690001,27.93,28.375,26.871861,81700,0.0,0.0,0.0
2024-06-13,27.940001,28.219999,27.5,27.867001,26.390774,20100,0.0,0.0,0.0
2024-06-14,27.59,28.099001,27.5,27.809999,26.336796,21400,0.0,0.0,0.0
2024-06-17,27.6,28.514,26.959999,28.1,26.611433,57500,0.0,0.0,0.0
2024-06-18,27.92,27.934999,26.950001,27.277,25.832029,49100,0.0,0.0,0.0
2024-06-20,27.559999,27.700001,27.0,27.532,26.073521,37700,0.0,0.0,0.0
2024-06-21,27.320999,27.320999,26.540001,26.67,25.257185,14700,0.0,0.0,0.0
2024-06-24,27.190001,28.1,26.701,27.139999,25.702286,52100,0.0,0.0,0.0
2024-06-25,26.870001,28.4,26.870001,28.332001,26.850925,42200,0.02,0.0,0.0
2024-06-26,27.93,28.700001,27.809999,28.667999,27.169363,535700,0.0,0.0,0.0
2024-06-27,28.75,29.73,28.75,29.33,27.796755,599500,0.0,0.0,0.0
2024-06-28,29.08,29.459999,27.58,27.58,26.138239,31200,0.0,0.0,0.0
2024-07-01,27.709999,27.709999,26.402,27.667,26.220692,189000,0.0,0.0,0.0
2024-07-02,27.139999,28.239,27.139999,28.139999,26.668964,80700,0.0,0.0,0.0
2024-07-03,27.76,28.33,27.76,28.15,26.678442,35100,0.0,0.0,0.0
2024-07-05,28.379999,31.601,28.379999,31.469999,29.824886,188200,0.0,0.0,0.0
2024-07-08,31.73,31.802,29.9,30.17,28.592846,228600,0.0,0.0,0.0
2024-07-09,30.73,31.1,30.07,30.261,28.679087,122600,0.0,0.0,0.0
2024-07-10,30.389999,31.25,30.1,30.76,29.152,112400,0.0,0.0,0.0
2024-07-11,30.379999,30.84,27.76,28.296,26.816807,151500,0.0,0.0,0.0
2024-07-12,26.629999,27.669001,26.33,26.67,25.275812,248000,0.0,0.0,0.0
2024-07-15,26.719999,27.549999,26.111,26.4,25.019922,218900,0.0,0.0,0.0
2024-07-16,27.0,27.268999,25.33,25.75,24.403904,146500,0.0,0.0,0.0
2024-07-17,24.610001,24.610001,22.51,22.83,21.636549,403100,0.0,0.0,0.0
2024-07-18,24.1,24.504999,23.08,24.190001,22.925453,263700,0.0,0.0,0.0
2024-07-19,24.370001,25.23,24.16,24.280001,23.01075,197600,0.0,0.0,0.0
2024-07-22,25.26,25.76,24.950001,25.299999,23.977427,121900,0.0,0.0,0.0
2024-07-23,25.459999,26.07,25.389999,25.41,24.081678,167500,0.0,0.0,0.0
2024-07-24,23.610001,24.09,22.530001,22.59,21.409092,394300,0.0,0.0,0.0
2024-07-25,22.76,22.790001,20.85,21.83,20.688824,172100,0.0,0.0,0.0
2024-07-26,22.83,23.299999,22.4,22.870001,21.674458,256100,0.0,0.0,0.0
2024-07-29,23.48,23.73,22.9,22.98,21.778704,198400,0.0,0.0,0.0
2024-07-30,23.1,23.620001,22.1,22.690001,21.503868,330900,0.0,0.0,0.0
2024-07-31,23.48,23.959999,23.1,23.76,22.517937,451300,0.0,0.0,0.0
2024-08-01,28.43,29.049999,25.570999,26.120001,24.75456,949800,0.0,0.0,0.0
2024-08-02,25.16,26.41,23.91,25.09,23.778404,300700,0.0,0.0,0.0
2024-08-05,21.27,24.610001,21.27,23.879999,22.631657,244400,0.0,0.0,0.0
2024-08-06,24.209999,26.497,24.120001,25.67,24.328085,220900,0.0,0.0,0.0
2024-08-07,26.610001,27.298,24.93,25.07,23.759451,362800,0.0,0.0,0.0
2024-08-08,25.950001,27.23,25.84,27.200001,25.778103,176100,0.0,0.0,0.0
2024-08-09,27.0,28.110001,26.83,28.049999,26.58367,184400,0.0,0.0,0.0
2024-08-12,27.99,28.049999,27.18,27.860001,26.403603,178500,0.0,0.0,0.0
2024-08-13,28.25,29.530001,28.25,29.200001,27.673553,297800,0.0,0.0,0.0
2024-08-14,29.200001,29.77,28.67,28.99,27.474531,352800,0.0,0.0,0.0
2024-08-15,29.52,30.42,29.030001,30.139999,28.564415,230700,0.0,0.0,0.0
2024-08-16,29.51,29.68,28.73,29.040001,27.521914,206700,0.0,0.0,0.0
2024-08-19,28.99,29.459999,28.545,29.209999,27.683029,175400,0.0,0.0,0.0
2024-08-20,29.190001,29.4,28.889999,28.92,27.408188,83900,0.0,0.0,0.0
2024-08-21,29.02,30.275,28.99,29.85,28.289574,210900,0.0,0.0,0.0
2024-08-22,30.07,30.84,29.17,29.49,27.948393,290500,0.0,0.0,0.0
2024-08-23,30.110001,30.370001,28.73,29.01,27.493484,223100,0.0,0.0,0.0
2024-08-26,28.629999,28.889999,27.6,28.25,26.773214,149900,0.0,0.0,0.0
2024-08-27,27.98,28.548,27.65,28.02,26.555237,302400,0.0,0.0,0.0
2024-08-28,27.83,28.200001,27.389999,27.799999,26.346737,83500,0.0,0.0,0.0
2024-08-29,28.120001,28.879999,27.690001,27.950001,26.488895,171800,0.0,0.0,0.0
2024-08-30,28.32,28.440001,27.59,28.27,26.792166,76400,0.0,0.0,0.0
2024-09-03,28.1,28.629999,26.945,27.200001,25.778103,85200,0.0,0.0,0.0
2024-09-04,26.59,27.68,26.440001,27.290001,25.863398,91400,0.0,0.0,0.0
2024-09-05,27.309999,28.16,27.309999,27.73,26.280396,133700,0.0,0.0,0.0
2024-09-06,28.200001,28.469999,25.74,25.9,24.546061,154400,0.0,0.0,0.0
2024-09-09,26.360001,27.01,26.209999,26.4,25.019922,100400,0.0,0.0,0.0
2024-09-10,26.66,27.27,25.9,26.379999,25.000969,64900,0.0,0.0,0.0
2024-09-11,26.65,27.16,25.42,27.120001,25.702286,80600,0.0,0.0,0.0
2024-09-12,27.6,28.639999,27.450001,28.559999,27.067007,199900,0.0,0.0,0.0
2024-09-13,27.969999,28.708,27.6,28.42,26.934328,146900,0.0,0.0,0.0
2024-09-16,28.4,29.469999,27.719999,29.389999,27.853621,102200,0.0,0.0,0.0
2024-09-17,29.959999,30.379999,29.18,29.709999,28.156889,178100,0.0,0.0,0.0
2024-09-18,29.809999,30.57,29.500999,29.870001,28.308529,164600,0.0,0.0,0.0
2024-09-19,31.25,32.568001,30.860001,32.220001,30.535679,443500,0.0,0.0,0.0
2024-09-20,32.419998,32.82,31.879999,32.5,30.801039,236100,0.0,0.0,0.0
2024-09-23,33.48,33.880001,32.602001,32.810001,31.094837,158500,0.0,0.0,0.0
2024-09-24,32.93,32.93,31.459999,32.470001,30.949955,104400,0.188,0.0,0.0
2024-09-25,32.580002,34.0,32.580002,33.080002,31.531401,436500,0.0,0.0,0.0
2024-09-26,33.919998,34.060001,32.389999,33.02,31.474207,219000,0.0,0.0,0.0
2024-09-27,33.18,33.279999,32.59,32.93,31.388418,91100,0.0,0.0,0.0
2024-09-30,32.919998,33.758999,32.650002,33.529999,31.960327,137900,0.0,0.0,0.0
2024-10-01,34.18,34.738998,33.205002,33.970001,32.37973,264200,0.0,0.0,0.0
2024-10-02,33.799999,33.856998,33.130001,33.509998,31.941265,339500,0.0,0.0,0.0
2024-10-03,33.169998,34.709999,33.07,34.630001,33.008839,90000,0.0,0.0,0.0
2024-10-04,34.919998,36.299999,34.509998,36.23,34.533932,198600,0.0,0.0,0.0
2024-10-07,36.470001,37.060001,34.730999,34.830002,33.199474,355000,0.0,0.0,0.0
2024-10-08,35.43,35.849998,34.991001,35.810001,34.133602,300500,0.0,0.0,0.0
2024-10-09,35.990002,35.990002,34.5,35.52,33.857174,132900,0.0,0.0,0.0
2024-10-10,35.119999,35.470001,34.549999,34.68,33.056496,135700,0.0,0.0,0.0
2024-10-11,34.700001,35.522999,34.599998,35.43,33.771385,71600,0.0,0.0,0.0
2024-10-14,35.98,36.540001,35.400002,35.59,33.923889,116500,0.0,0.0,0.0
2024-10-15,35.389999,35.389999,34.230999,34.919998,33.285255,202100,0.0,0.0,0.0
2024-10-16,34.299999,34.310001,33.474998,33.810001,32.227226,250600,0.0,0.0,0.0
2024-10-17,34.599998,34.700001,33.643002,33.830002,32.246288,180600,0.0,0.0,0.0
2024-10-18,34.32,34.5,33.581001,33.73,32.150967,206600,0.0,0.0,0.0
2024-10-21,33.639999,33.759998,32.880001,33.57,31.998459,144800,0.0,0.0,0.0
2024-10-22,33.369999,34.52,33.369999,34.360001,32.751476,164700,0.0,0.0,0.0
2024-10-23,34.150002,34.688999,32.080002,32.220001,30.711657,323700,0.0,0.0,0.0
2024-10-24,32.650002,32.700001,31.93,32.650002,31.121531,130300,0.0,0.0,0.0
2024-10-25,33.349998,34.158001,33.112,33.259998,31.702976,212200,0.0,0.0,0.0
2024-10-28,34.23,34.450001,33.369999,33.84,32.255814,312400,0.0,0.0,0.0
2024-10-29,34.029999,35.59,33.5,35.580002,33.91436,331100,0.0,0.0,0.0
2024-10-30,36.509998,36.509998,35.119999,35.459999,33.799976,1543700,0.0,0.0,0.0
2024-10-31,34.599998,35.111,31.93,32.41,30.892759,964700,0.0,0.0,0.0
2024-11-01,32.5,33.099998,31.9,32.369999,30.854631,309200,0.0,0.0,0.0
2024-11-04,32.060001,32.52,31.332001,31.610001,30.130213,178600,0.0,0.0,0.0
2024-11-05,32.32,33.0,32.32,32.889999,31.350292,182600,0.0,0.0,0.0
2024-11-06,31.940001,32.970001,30.92,32.889999,31.350292,476200,0.0,0.0,0.0
2024-11-07,33.439999,35.476002,33.34,35.130001,33.485432,559200,0.0,0.0,0.0
2024-11-08,35.02,35.25,34.27,34.82,33.189941,272300,0.0,0.0,0.0
2024-11-11,34.41,34.490002,33.34,34.119999,32.522713,286000,0.0,0.0,0.0
2024-11-12,34.77,35.990002,33.77,34.279999,32.67522,714600,0.0,0.0,0.0
2024-11-13,33.959999,34.330002,33.189999,33.709999,32.131908,200800,0.0,0.0,0.0
2024-11-14,33.360001,33.700001,32.900002,33.34,31.779224,204900,0.0,0.0,0.0
2024-11-15,32.650002,32.669998,30.445,30.65,29.215155,344900,0.0,0.0,0.0
2024-11-18,30.98,31.290001,30.23,30.66,29.224688,188900,0.0,0.0,0.0
2024-11-19,30.360001,31.440001,30.290001,31.42,29.949106,139800,0.0,0.0,0.0
2024-11-20,31.530001,31.959999,30.635,31.9,30.406637,133100,0.0,0.0,0.0
2024-11-21,32.25,32.325001,30.040001,31.629999,30.149275,275800,0.0,0.0,0.0
2024-11-22,31.68,31.68,30.67,31.139999,29.682213,146100,0.0,0.0,0.0
2024-11-25,31.5,32.549999,30.870001,31.809999,30.320848,248100,0.0,0.0,0.0
2024-11-26,31.799999,33.16,31.799999,32.689999,31.159653,232800,0.0,0.0,0.0
2024-11-27,32.880001,32.880001,31.645,32.209999,30.702124,104700,0.0,0.0,0.0
2024-11-29,32.130001,33.200001,32.040001,32.790001,31.254971,100200,0.0,0.0,0.0
2024-12-02,33.119999,35.035,33.02,34.84,33.209007,336900,0.0,0.0,0.0
2024-12-03,35.080002,37.360001,34.779999,37.310001,35.563374,492800,0.0,0.0,0.0
2024-12-04,37.049999,37.759998,36.25,37.279999,35.534775,470000,0.0,0.0,0.0
2024-12-05,37.82,37.970001,36.48,36.66,34.943802,285400,0.0,0.0,0.0
2024-12-06,36.82,39.139999,36.639999,38.419998,36.621414,312700,0.0,0.0,0.0
2024-12-09,38.41,38.757,36.330002,37.189999,35.44899,260200,0.0,0.0,0.0
2024-12-10,37.68,38.619999,37.139999,37.860001,36.087627,290700,0.0,0.0,0.0
2024-12-11,38.450001,40.174999,38.32,39.5,37.650856,266800,0.0,0.0,0.0
2024-12-12,39.43,39.950001,38.919998,39.27,37.431622,150300,0.0,0.0,0.0
2024-12-13,38.700001,39.23,37.470001,37.919998,36.144814,227800,0.0,0.0,0.0
2024-12-16,39.029999,39.27,37.806999,38.459999,36.659538,364200,0.0,0.0,0.0
2024-12-17,38.650002,39.360001,37.509998,37.830002,36.059036,310000,0.0,0.0,0.0
2024-12-18,37.93,38.77,34.970001,34.970001,33.33292,591700,0.0,0.0,0.0
2024-12-19,36.580002,36.700001,34.845001,34.849998,33.21854,354700,0.0,0.0,0.0
2024-12-20,34.080002,35.709999,33.509998,33.540001,31.969862,275400,0.0,0.0,0.0
2024-12-23,33.939999,35.189999,33.549999,35.080002,33.695965,237600,0.257,0.0,0.0
2024-12-24,35.419998,35.990002,34.98,35.990002,34.570065,283500,0.0,0.0,0.0
2024-12-26,35.720001,35.75,34.910999,35.439999,34.041763,168000,0.0,0.0,0.0
2024-12-27,34.950001,35.139999,33.799999,34.98,33.599907,241600,0.0,0.0,0.0
2024-12-30,33.630001,34.59,33.299999,33.939999,32.600941,166300,0.0,0.0,0.0
2024-12-31,34.049999,34.25,33.119999,33.279999,31.966984,336000,0.0,0.0,0.0
2025-01-02,33.740002,35.450001,33.580002,34.84,33.465431,412600,0.0,0.0,0.0
2025-01-03,35.48,35.919998,34.499001,35.400002,34.003342,317200,0.0,0.0,0.0
2025-01-06,36.220001,38.490002,35.59,38.41,36.894585,447500,0.0,0.0,0.0
2025-01-07,38.599998,38.629002,35.775002,36.880001,35.424953,452300,0.0,0.0,0.0
2025-01-08,36.400002,36.68,35.139999,36.040001,34.618092,284300,0.0,0.0,0.0
2025-01-10,35.790001,38.25,34.419998,36.59,35.146389,815200,0.0,0.0,0.0
2025-01-13,35.509998,35.765999,34.535,35.639999,34.233868,420400,0.0,0.0,0.0
2025-01-14,35.299999,35.299999,33.380001,34.029999,32.687386,417400,0.0,0.0,0.0
2025-01-15,35.900002,37.201,35.459999,36.610001,35.1656,593300,0.0,0.0,0.0
2025-01-16,35.970001,36.470001,35.73,35.93,34.512428,209000,0.0,0.0,0.0
2025-01-17,37.279999,37.32,35.0,36.029999,34.608482,367000,0.0,0.0,0.0
2025-01-21,36.59,37.009998,35.700001,36.439999,35.0023,307600,0.0,0.0,0.0
2025-01-22,37.32,38.48,36.880001,37.279999,35.809162,607200,0.0,0.0,0.0
