Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-09-11,36.0,38.049999,30.129999,31.110001,31.110001,39451400,0.0,0.0
2025-09-12,30.209999,36.580002,30.01,32.5,32.5,10779300,0.0,0.0
2025-09-15,33.5,40.389999,33.470001,37.330002,37.330002,10161700,0.0,0.0
2025-09-16,39.325001,42.75,37.799999,40.48,40.48,8147300,0.0,0.0
2025-09-17,42.525002,43.799999,36.450001,37.169998,37.169998,12140100,0.0,0.0
2025-09-18,38.514999,46.199001,38.259998,43.174999,43.174999,7559100,0.0,0.0
2025-09-19,42.955002,45.740002,41.099998,44.959999,44.959999,6005500,0.0,0.0
2025-09-22,45.849998,45.900002,42.042999,43.09,43.09,3788700,0.0,0.0
2025-09-23,43.075001,43.075001,39.080002,39.599998,39.599998,3989200,0.0,0.0
2025-09-24,40.16,41.200001,38.310001,40.689999,40.689999,2432700,0.0,0.0
2025-09-25,38.689999,41.5,36.540001,40.330002,40.330002,3018300,0.0,0.0
2025-09-26,39.400002,39.889999,38.299999,39.25,39.25,2172000,0.0,0.0
2025-09-29,39.970001,41.18,37.0,37.75,37.75,4144400,0.0,0.0
2025-09-30,37.740002,38.139999,35.57,36.369999,36.369999,3475400,0.0,0.0
2025-10-01,36.349998,39.349998,35.880001,37.82,37.82,2897100,0.0,0.0
2025-10-02,37.900002,41.720001,37.16,41.279999,41.279999,3810100,0.0,0.0
2025-10-03,41.200001,42.5,39.549999,40.299999,40.299999,2596300,0.0,0.0
2025-10-06,41.02,44.490002,41.02,43.59,43.59,2814000,0.0,0.0
2025-10-07,44.0,49.450001,43.099998,44.23,44.23,6909700,0.0,0.0
2025-10-08,45.855,49.25,43.599998,49.169998,49.169998,3979000,0.0,0.0
2025-10-09,49.0,49.5,46.009998,48.029999,48.029999,2615000,0.0,0.0
2025-10-10,48.029999,48.5,42.041,42.25,42.25,4240400,0.0,0.0
2025-10-13,43.759998,44.880001,41.5,44.0,44.0,2843600,0.0,0.0
2025-10-14,41.889999,45.849998,40.509998,44.540001,44.540001,1877100,0.0,0.0
2025-10-15,46.02,46.099998,42.630001,44.619999,44.619999,2200900,0.0,0.0
2025-10-16,44.34,44.555,39.799999,40.459999,40.459999,2889200,0.0,0.0
2025-10-17,39.5,40.32,37.275002,38.459999,38.459999,2408900,0.0,0.0
2025-10-20,39.884998,42.150002,39.389999,40.689999,40.689999,1526300,0.0,0.0
2025-10-21,40.400002,40.98,39.209999,39.240002,39.240002,912100,0.0,0.0
2025-10-22,39.009998,39.689999,37.57,38.049999,38.049999,1680900,0.0,0.0
2025-10-23,38.490002,40.490002,38.285,40.029999,40.029999,1283800,0.0,0.0
2025-10-24,41.0,41.580002,39.919998,39.970001,39.970001,1280000,0.0,0.0
2025-10-27,41.139999,43.0,40.5,41.75,41.75,1653800,0.0,0.0
2025-10-28,42.25,44.98,41.77,43.259998,43.259998,1797200,0.0,0.0
2025-10-29,43.599998,44.310001,42.389999,42.560001,42.560001,1227700,0.0,0.0
2025-10-30,41.759998,41.849998,37.799999,40.66,40.66,2334100,0.0,0.0
2025-10-31,41.0,41.139999,38.84,39.599998,39.599998,1490300,0.0,0.0
2025-11-03,39.34,41.955002,39.150002,41.84,41.84,1374600,0.0,0.0
2025-11-04,39.580002,40.110001,37.650002,38.27,38.27,1529400,0.0,0.0
2025-11-05,38.27,39.529999,37.560001,38.685001,38.685001,787100,0.0,0.0
2025-11-06,38.810001,39.09,34.889999,35.689999,35.689999,1765800,0.0,0.0
2025-11-07,34.650002,37.009998,33.549999,36.560001,36.560001,1004100,0.0,0.0
2025-11-10,37.34,38.650002,36.314999,37.599998,37.599998,847100,0.0,0.0
2025-11-11,37.02,37.639999,34.900002,36.169998,36.169998,1187900,0.0,0.0
2025-11-12,36.400002,37.59,34.830002,37.310001,37.310001,1878100,0.0,0.0
2025-11-13,36.25,36.720001,33.860001,34.59,34.59,2617600,0.0,0.0
